,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Denmark,DNK,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.615909994,0.74970001,0.804840028,0.821839988,,0.845870018,0.936980009,0.918129981,0.926580012,0.988600016,1.005749941,1.032600045,1.004930019,1.018550038,1.023509979,1.023630023,1.045519948,1.07167995,1.091719985,1.110610008,1.130139947,1.143360019,1.075279951,1.083789945,1.103899956,1.176609993,,1.226140022,1.250939965,1.267629981,1.250229955,1.278800011,1.290199995,1.287289977,1.275580049,1.277050018,1.286870003,1.30298996,1.31280005,1.309679985,1.298320055,1.293650031,1.280140042,1.292680025,1.286560059,1.26722002,1.269520044,1.272930026,,
Dominican Republic,DOM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.724439979,0.649640024,0.759050012,,0.835359991,,,,,,,,,,,,,,,,,,,,,,1.243860006,,,,,,1.363929987,,,,,,,,,1.373059988,,1.378990054,1.452909946,1.43987,1.441879988,,,
Algeria,DZA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.072530031,1.217910051,1.204489946,1.282490015,,1.301720023,1.307410002,1.311149955,1.32483995,1.336549997,1.346819997,1.360900044,1.402080059,1.328979969,1.397220016,,
East Asia & Pacific (excluding high income),EAP,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,0.755580008,0.730040014,0.716889977,0.703450024,0.712090015,0.693359971,0.663609982,0.650300026,0.613619983,0.641520023,0.656750023,0.662549973,0.645399988,0.620400012,0.620090008,0.634540021,0.656979978,0.670650005,0.706340015,0.729889989,0.752579987,0.739939988,0.740549982,0.741150022,0.773710012,0.814769983,0.860000014,0.874750018,0.852970004,0.891439974,0.895950019,0.922670007,0.928919971,0.96837002,1.01038003,1.025140047,1.041739941,1.053560019,1.064710021,1.092630029,1.114230037,1.132629991,1.143710017,1.160619974,1.163939953,1.170179963,1.171900034,
Early-demographic dividend,EAR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.430020005,0.439819992,0.448830009,0.455139995,0.465840012,0.477169991,0.485339999,0.502820015,0.518850029,0.539929986,0.549619973,0.566399992,0.59138,0.592209995,0.597459972,0.618279994,0.619690001,0.629920006,0.665269971,0.679289997,0.689670026,0.712109983,0.723730028,0.741370022,0.755110025,0.770250022,0.774839997,0.792670012,0.826399982,0.849609971,0.860679984,0.860930026,0.891939998,0.88657999,0.879000008,0.910030007,0.930909991,0.921660006,0.927670002,0.924719989,0.919459999,0.931930006,0.987680018,1.018939972,1.038259983,1.038699985,1.048009992,1.059769988,1.07641995,1.090049982,
East Asia & Pacific,EAS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,0.556119978,0.568040013,0.584280014,0.589680016,0.604960024,0.592540026,0.587189972,0.579879999,0.566100001,0.585150003,0.596669972,0.608060002,0.611570001,0.596800029,0.602199972,0.618669987,0.639580011,0.65575999,0.683409989,0.713949978,0.745130002,0.750289977,0.754010022,0.746869981,0.776369989,0.800899982,0.830200016,0.843379974,0.832840025,0.864849985,0.874300003,0.899600029,0.908309996,0.942099988,0.979089975,0.996100008,1.014459968,1.028419971,1.03994,1.067149997,1.089540005,1.111009955,1.123319983,1.14004004,1.143859982,1.149829984,1.153900027,
Europe & Central Asia (excluding high income),ECA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,1.132079959,1.129269958,1.13143003,1.132949948,1.134430051,1.126719952,1.122550011,1.128290057,1.139969945,1.146669984,1.156919956,1.163720012,1.167610049,1.173679948,1.17888999,1.176810026,1.181519985,1.168570042,1.154450059,1.137869954,1.118589997,1.09860003,1.094499946,1.094670057,1.096500039,1.10047996,1.086259961,1.071939945,1.09592998,1.105029941,1.113890052,1.126809955,1.15455997,1.142770052,1.163120031,1.168769956,1.167780042,1.165300012,1.167670012,1.160359979,1.147439957,1.135810018,1.105010033,1.089939952,1.069749951,1.06438005,1.046399951,1.041069984,1.042440057,1.045220017,
Europe & Central Asia,ECS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.941770017,0.943729997,0.944400012,0.951009989,0.96085,0.956409991,0.952979982,0.962270021,0.972729981,0.980729997,0.988569975,1.001000047,1.012390018,1.033200026,1.043120027,1.044260025,1.053959966,1.050500035,1.04666996,1.043409944,1.042140007,1.034890056,1.04610002,1.054380059,1.063269973,1.084020019,1.088179946,1.097560048,1.116209984,1.12342,1.13222003,1.144299984,1.164299965,1.161800027,1.175799966,1.181059957,1.183879972,1.184110045,1.186619997,1.183899999,1.178120017,1.172839999,1.156790018,1.147300005,1.13586998,1.133270025,1.124940038,1.123929977,1.12669003,1.127709985,
Ecuador,ECU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.438490003,0.437000006,0.475109994,,,,,,0.559960008,0.573170006,,,,0.649919987,,,,0.678680003,,,,,,,,,,,,,,,,,,,,1.135699987,,,,1.239459991,,,1.142369986,,,,,
"Egypt, Arab Rep.",EGY,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.396580011,0.405490011,0.434109986,0.442079991,0.450720012,0.470180005,0.438080013,0.44066,0.459630013,0.466780007,0.481620014,0.482710004,0.487210006,0.477580011,0.507570028,0.432799995,0.408760011,0.4991,0.516799986,0.531920016,0.583289981,,,,,,,,,,0.791100025,0.81686002,0.868059993,0.809319973,0.841220021,0.879679978,0.763499975,0.933420002,0.898880005,0.916220009,0.90990001,0.894630015,0.892719984,0.894159973,0.961489975,1.022320032,1.033499956,,,
Euro area,EMU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.710290015,0.710110009,0.708999991,0.719990015,0.731270015,0.734730005,0.742229998,0.752110004,0.764829993,0.774569988,0.780139983,0.802600026,0.826370001,0.846849978,0.864539981,0.872959971,0.890020013,0.900020003,0.912039995,0.928409994,0.943099976,0.957199991,0.991410017,1.012869954,1.025269985,1.059550047,1.076779962,1.098749995,1.120390058,1.116050005,1.117519975,1.122449994,1.134039998,1.13519001,1.140740037,1.144530058,1.150210023,1.152699947,1.153530002,1.15526998,1.152140021,1.152719975,1.149549961,1.146430016,1.144760013,1.146160007,1.144459963,1.147359967,1.152680039,1.152680039,
Eritrea,ERI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155379996,0.129380003,,0.1505,0.154149994,0.165010005,0.153349996,0.154129997,,0.15151,,,,,0.327199996,0.379920006,,,,0.495350003,0.651009977,0.709029973,,,,
Spain,ESP,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.373510003,0.401239991,0.455300003,0.491930008,0.529730022,0.582899988,0.638329983,0.682569981,0.699530005,0.743210018,0.801100016,0.851930022,0.90583998,0.958660007,0.963,1.006420016,1.022660017,1.050740004,1.042050004,1.069829941,1.082229972,1.089159966,1.105730057,1.080440044,1.135339975,1.145910025,1.148640037,1.156559944,1.157029986,1.155410051,1.141669989,1.165590048,1.165770054,1.188519955,1.185379982,1.189949989,1.193240047,1.192669988,1.195670009,1.190899968,1.190899968,1.180760026,1.176689982,1.167950034,1.159809947,1.163370013,1.16463995,1.173110008,,
Estonia,EST,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03797996,1.045459986,1.075189948,1.087890029,1.123510003,1.159250021,1.300310016,1.304769993,1.328809977,1.375429988,1.409790039,1.410320044,1.414129972,1.406229973,1.408049941,1.39677,1.415580034,1.422559977,1.398759961,1.36777997,1.35157001,1.331339955,1.337569952,1.339959979,1.338150024,1.346699953,1.340209961,,
Ethiopia,ETH,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.085560001,0.081830002,,0.098119996,,,,,0.141389996,0.191599995,,0.148090005,0.13831,0.120269999,,0.215110004,0.196659997,0.205410004,0.217889994,0.21875,0.215959996,,,0.284170002,0.259030014,0.242799997,0.258489996,0.238700002,0.230039999,0.275810003,0.270709991,0.356370002,0.334019989,0.333609998,0.319480002,,,0.310930014,0.441329986,0.429710001,0.436850011,0.465319991,,0.483209997,,,,,,
European Union,EUU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.706520021,0.708140016,0.711899996,0.729680002,0.75278002,0.761520028,0.769280016,0.782880008,0.795620024,0.799049973,0.80400002,0.819310009,0.837029994,0.871619999,0.887549996,0.895709991,0.913160026,0.925230026,0.937460005,0.952459991,0.970910013,0.980270028,1.010249972,1.031469941,1.048840046,1.083389997,1.101420045,1.125329971,1.139410019,1.144080043,1.150869966,1.162019968,1.174759984,1.17948997,1.188109994,1.192849994,1.199569941,1.202190042,1.204820037,1.205909967,1.206449986,1.206150055,1.201660037,1.197360039,1.192639947,1.191619992,1.190299988,1.192289948,1.195919991,1.195919991,
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.56370002,0.552049994,0.544730008,0.541299999,0.548879981,0.558889985,0.570869982,0.57525003,0.581669986,0.579060018,0.586790025,0.583549976,0.584919989,0.582989991,0.586839974,0.576439977,0.596729994,0.696319997,0.647960007,0.635370016,0.657289982,0.667580009,0.680899978,0.712090015,0.732739985,0.757570028,0.785019994,0.813069999,0.830929995,0.859200001,0.866469979,0.854390025,0.832690001,0.819169998,0.834850013,0.856060028,0.893809974,0.925170004,0.955330014,0.944060028,0.948350012,0.939700007,0.935649991,0.928309977,0.921959996,0.924070001,0.940930009,0.939840019,,,
Finland,FIN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.990249991,0.98131001,0.987969995,1.032189965,1.050019979,,0.933480024,0.937259972,0.937969983,0.948700011,0.976930022,0.998470008,1.014449954,0.954330027,0.975499988,0.996039987,1.031290054,1.054430008,1.079030037,1.097560048,1.118039966,1.138380051,1.150949955,1.153040051,1.148509979,1.141090035,1.146209955,1.168540001,1.183220029,1.17426002,1.179290056,1.188060045,1.168840051,1.165820003,1.171460032,1.182520032,1.188050032,1.195459962,1.18888998,1.182399988,1.187540054,1.174309969,1.172289968,1.16900003,1.166700006,1.156260014,1.154459953,1.155539989,,
Fiji,FJI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.508750021,1.177189946,0.577719986,0.666960001,0.398409992,0.408769995,,,,,,,,,,0.610329986,0.535709977,,,,,,,,,,,,,,,,,1.165500045,1.163980007,1.162330031,,,,,,,,,,,,,,,
France,FRA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,0.962570012,0.876479983,,0.96232003,0.989260018,,1.020439982,1.036389947,1.049319983,1.069810033,1.123790026,1.12105,1.141800046,1.163859963,1.179640055,1.191969991,1.20065999,1.197819948,1.201760054,1.191650033,1.187209964,1.17640996,1.169209957,1.18769002,1.193109989,1.193979979,1.202180028,1.209640026,1.211930037,1.209740043,1.212839961,1.20472002,1.20175004,1.203619957,1.196689963,1.195440054,1.19532001,1.191840053,1.194540024,1.197710037,,
Faroe Islands,FRO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,0.470759988,0.564220011,0.326609999,0.879450023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.178639993,0.162750006,0.216869995,,,0.252750009,0.216250002,0.230320007,0.290069997,0.283749998,,,0.340530008,0.367060006,,,0.397130013,0.419719994,0.439410001,0.427940011,,,,,,,,,0.563830018,,0.683189988,,0.587279975,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.5097,0.523159981,0.546039999,0.571280003,0.58296001,0.586099982,0.582530022,0.577289999,0.579479992,0.597530007,0.60029,0.616840005,0.815609992,0.82457,0.835839987,0.859499991,0.882250011,0.892229974,0.901109993,0.933420002,0.958700001,0.979179978,1.011749983,1.028220057,1.060220003,1.03963995,1.084450006,1.112210035,1.128990054,1.154899955,1.177780032,1.206220031,1.232450008,1.271790028,1.280590057,1.288630009,1.282050014,1.277549982,1.266440034,1.251539946,1.244410038,1.245779991,1.24308002,1.241700053,1.248829961,1.25672996,1.265310049,1.269309998,,
Georgia,GEO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,0.895030022,,,,,,,,,,0.897499979,,,,1.238950014,1.132560015,1.083330035,,1.115120053,1.012590051,1.010740042,1.047729969,1.008870006,1.077970028,1.076490045,1.153589964,1.140210032,1.20697999,1.227049947,1.234339952,1.202000022,1.249609947,1.248280048,1.222120047,1.194679976,1.137570024,1.122419953,1.101709962,1.116829991,
Ghana,GHA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.173500001,0.165979996,0.178639993,0.203779995,0.269879997,0.198009998,,,,,,0.268220007,,,,,,,,,0.302859992,0.309980005,0.245839998,0.307779998,,,,,,,,,,,0.556450009,0.526740015,0.541100025,0.448060006,0.619210005,,0.618550003,0.632929981,0.646969974,0.674610019,0.698580027,0.720470011,0.725750029,0.765330017,0.847100019,
Gibraltar,GIB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.087679997,,,,0.139479995,0.209920004,0.226999998,0.222880006,,,0.214080006,0.247889996,0.251760006,,0.310750008,0.152180001,0.145779997,0.12421,0.108199999,0.087049998,0.067910001,0.066239998,0.071829997,0.064309999,,0.090920001,0.113559999,0.12353,,,,,,0.172470003,0.214770004,0.25650999,0.272680014,0.306470007,0.316049993,0.311769992,0.335770011,0.352530003,0.420859993,0.431439996,,,,,,
"Gambia, The",GMB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549679995,,,,0.282819986,,,,,0.225539997,,,,,,0.696759999,0.615779996,0.699429989,,,,,,,,
Guinea-Bissau,GNB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062350001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,0.108520001,,,,,,,,,0.14395,,,,,,,,,0.513429999,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.484030008,0.505550027,0.553390026,0.577139974,0.582790017,0.626540005,0.647610009,0.642350018,0.687579989,0.701839983,0.776419997,0.824360013,0.882809997,0.997240007,1.040310025,1.059880018,1.063230038,1.046360016,1.032760024,1.052719951,,1.016039968,1.040910006,0.939320028,1.049250007,1.009260058,0.994899988,1.081339955,1.088750005,1.081339955,1.123829961,1.124609947,1.109519958,1.130679965,1.103019953,1.087350011,1.066679955,,,1.063740015,1.057420015,1.055179954,1.044190049,1.039100051,,1.017179966,1.005589962,1.000409961,,
Grenada,GRD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,0.964980006,1.303979993,,1.350469947,0.94709003,1.169340014,,,,,,,,,,,,,,,,,,,,,,,,,1.279569983,,,,,,1.133450031,1.211179972,1.181650043,1.198089957,,
Greenland,GRL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.234380007,0.260930002,0.279839993,0.292600006,0.280059993,0.304960012,0.328150004,0.343760014,0.376610011,,,,,,,,,,,,,,,,,,,,,,,,0.734340012,,,,,1.023000002,,,,,,1.043799996,1.103360057,1.149270058,,,,,
Guam,GUM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.248469993,0.301899999,0.344929993,,,0.546750009,,,0.814429998,0.71916002,0.765690029,0.807869971,0.700139999,0.917289972,0.943340003,0.881990016,,0.744270027,,0.711560011,,,,0.797510028,0.888059974,0.867269993,0.986500025,,,,,,,1.471850038,1.529430032,1.556220055,1.537719965,1.294540048,1.504959941,1.576200008,1.54587996,1.493890047,,,,,,,,
High income,HIC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.690760016,0.669669986,0.68096,0.713970006,0.737800002,0.760450006,0.766740024,0.806829989,0.829850018,0.851790011,0.870360017,0.890359998,0.901790023,0.910560012,0.920340002,0.933579981,0.945450008,0.961629987,0.981289983,0.999970019,1.032860041,1.039839983,1.05922997,1.080279946,1.069039941,1.084579945,1.106619954,1.115210056,1.106099963,1.111039996,1.11500001,1.123360038,1.14557004,1.158640027,1.171609998,1.178259969,1.185060024,1.189739943,1.193750024,1.19836998,1.199589968,1.197510004,1.197870016,1.190709949,1.187739968,1.188310027,1.186239958,1.191429973,1.196310043,1.200230002,
"Hong Kong SAR, China",HKG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.453070015,0.408149987,0.401450008,0.371149987,0.376399994,0.348049998,0.392390013,,0.444599986,0.458550006,,0.507849991,0.543110013,0.560639977,,,,,,,,0.673349977,0.718609989,0.750079989,,,,,,,,,0.971729994,1.01196003,1.006569982,0.987479985,0.967859983,0.967459977,0.956719995,0.995379984,1.056010008,1.053490043,1.090139985,1.107519984,1.118229985,1.130470037,1.105110049,1.101330042,1.102640033,
Honduras,HND,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,0.481730014,0.508970022,0.475730002,0.571030021,0.575280011,,0.59491998,,,,,,,,0.617330015,0.63657999,0.745769978,0.781329989,0.745869994,0.79598999,0.774420023,,,,,1.210000038,1.223649979,,,1.30321002,1.304039955,,,,1.348809958,,1.135540009,,1.274659991,1.275400043,1.268360019,1.269240022,1.276110053,1.264960051,1.267459989,,
Heavily indebted poor countries (HIPC),HPC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.66377002,0.655719995,0.630439997,0.616519988,0.602140009,0.585110009,0.567809999,0.57209003,0.551429987,0.541050017,0.545480013,0.544570029,0.548969984,0.547810018,0.549459994,0.557770014,0.54904002,0.555440009,0.554889977,0.555670023,0.560410023,0.553619981,0.557449996,0.557860017,0.564119995,0.56923002,0.577709973,0.587930024,0.604629993,0.617680013,0.629199982,0.626980007,0.651849985,0.638750017,0.64556998,0.648769975,0.664780021,0.660300016,0.645210028,0.649670005,0.646570027,0.647010028,0.669969976,0.667389989,0.663389981,0.674300015,0.689320028,0.694880009,0.706830025,0.719659984,
Croatia,HRV,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965390027,0.952589989,1.012889981,1.004410028,1.078740001,1.056759953,1.146839976,1.138329983,1.128309965,1.127779961,1.153220057,1.170320034,1.175740004,1.185559988,1.183869958,1.201810002,1.215340018,1.255180001,1.28550005,1.265939951,1.259469986,1.269930005,1.261459947,1.274189949,1.272089958,1.281749964,,
Haiti,HTI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,0.301660001,0.303900003,0.253980011,0.297230005,,0.421710014,,,0.48842001,,0.334569991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.775740027,0.825860023,0.879890025,0.898079991,0.933030009,0.973580003,1.036859989,1.061669946,1.050799966,1.045789957,1.032570004,1.081390023,1.102380037,1.145210028,1.151780009,1.17039001,1.171959996,1.163439989,1.159780025,1.076730013,1.058030009,1.055400014,1.069460034,1.110669971,1.116420031,1.159809947,1.160509944,1.18701005,1.193940043,1.182899952,1.212579966,1.226780057,1.268839955,1.284229994,1.316050053,1.317190051,1.312319994,1.302620053,1.271720052,1.266229987,1.249909997,1.238440037,1.227090001,1.227730036,1.204890013,1.198580027,1.196099997,1.184659958,,
IBRD only,IBD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.828130007,0.829320014,0.83296001,0.831369996,0.835089982,0.833620012,0.830269992,0.842220008,0.839829981,0.837800026,0.833050013,0.81923002,0.832040012,0.827769995,0.827700019,0.828509986,0.810800016,0.803319991,0.823210001,0.829419971,0.835940003,0.846960008,0.859340012,0.870970011,0.872409999,0.884190023,0.884859979,0.905319989,0.921920002,0.94660002,0.96085,0.967159986,0.996370018,0.995899975,1.005010009,1.021649957,1.043069959,1.050250053,1.059630036,1.061750054,1.064530015,1.065490007,1.091809988,1.110159993,1.12093997,1.124920011,1.135059953,1.140859962,1.150529981,1.158900023,
IDA & IBRD total,IBT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.799049973,0.799690008,0.802929997,0.801259995,0.803529978,0.803879976,0.801509976,0.811689973,0.810169995,0.804210007,0.800189972,0.787419975,0.800220013,0.793380022,0.793179989,0.793879986,0.777069986,0.773020029,0.787959993,0.79290998,0.798690021,0.807919979,0.819270015,0.831290007,0.835150003,0.848659992,0.851790011,0.873260021,0.890410006,0.915430009,0.928990006,0.934509993,0.960520029,0.959909976,0.968789995,0.984539986,1.005149961,1.011190057,1.019240022,1.020670056,1.022519946,1.024000049,1.049530029,1.066280007,1.078510046,1.080350041,1.089619994,1.095110059,1.104570031,1.112540007,
IDA total,IDA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.500949979,0.508859992,0.53836,0.541760027,0.548860013,0.560850024,0.547819972,0.558269978,0.559800029,0.54527998,0.546920002,0.535749972,0.525849998,0.518000007,0.510640025,0.494749993,0.490399987,0.501659989,0.480459988,0.476700008,0.496179998,0.495160013,0.499909997,0.522409976,0.547819972,0.575269997,0.605840027,0.636910021,0.671109974,0.708500028,0.717519999,0.715510011,0.717390001,0.715430021,0.729189992,0.741180003,0.74338001,0.753300011,0.755209982,0.766089976,0.787370026,0.777180016,0.795080006,0.808000028,0.837859988,0.775279999,0.776069999,0.774070024,0.784080029,0.792469978,
Indonesia,IDN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.321610004,,0.379949987,,,,0.40151,,,,,,0.464599997,0.483520001,0.463719994,0.488319993,,,,,,,,0.667900026,,0.634079993,0.546410024,,,0.836860001,0.887380004,0.769569993,0.869149983,0.798420012,0.792819977,,0.907490015,0.984480023,0.911119998,0.945599973,0.875240028,0.85244,1.037739992,1.100749969,1.106430054,1.100880027,1.117570043,1.127789974,1.134420037,,
IDA only,IDX,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.466879994,0.462339997,0.457080007,0.455680013,0.441850007,0.457109988,0.473540008,0.480729997,0.49555999,0.469669998,0.479409993,0.48416999,0.515810013,0.483850002,0.476310015,0.485000014,0.478630006,0.504519999,0.492980003,0.490460008,0.49101001,0.48973,0.496600002,0.522249997,0.531620026,0.546190023,0.563080013,0.583609998,0.600870013,0.623070002,0.642040014,0.652719975,0.648459971,0.640760005,0.642270029,0.661960006,0.669539988,0.659089983,0.659189999,0.670570016,0.675000012,0.694280028,0.711889982,0.720619977,0.728280008,0.738810003,0.742609978,0.750339985,0.760249972,0.76831001,
Isle of Man,IMN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.289799988,,0.294499993,,,0.33318001,0.359109998,0.36056,0.380490005,0.377579987,0.389380008,0.419270009,0.418289989,0.418830007,0.449550003,0.462550014,0.459589988,0.497480005,0.503880024,0.520219982,0.534720004,,,,0.56862998,0.610570014,0.617299974,,,0.661979973,0.689059973,0.703960001,0.686550021,0.680779994,0.71758002,0.733399987,0.710280001,,0.717920005,0.740559995,0.798579991,,0.95095998,0.997489989,1.003509998,1.014979959,1.040210009,1.065080047,1.102830052,
Not classified,INX,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
